ID;Saran
811;Dosen sudah melakukan pengajaran yang sangat baik bagi mahasiswa, semangat dalam mengajar, dan dapat menyesuaikan diri kepada mahasiswa
812;Agar lebih pelan pelan saat menjelaskan materi
813;sangat memotivasi dalam kegitan pembelajaran
814;-
815;tetap semangat
816;tidak ada
817;Pak Lihin sudah cukup baik dalam mengajar. Saran saya, Pak Lihin bisa lebih andal lagi dalam mengajar agar mahasiswa bisa lebih semangat dalam mengikuti pelajaran. Terima kasih
818;Untuk penjelasan materi sedikit di mengerti karena banyak kedalanya yaitu terutama jaringan
819;Terimakasih pak sudah mengajar
820;Kalau bisa ketika bapak mengajar jngn seperti membaca modul
821;Mungkin saat dosen presentasi saya sarankan melakukan komunikasi dengan siswa ditengah tengah penjelasan agar suasana tidak terlalu sunyi 
822;dosen sudah menjelaskan dan menyampailan matkul dengan baik
823;lebih tegas lagi pak
824;semoga selalu di tingkatkan lagi
825;semoga kedepannya bisa lebih baik lagi dalam menyampaikan materi
826;Terimakasih untuk ilmu yg sudah diberikan oleh ibu
827;Orangnya pendiam namun ramah dan juga baik, mohon maaf pak bila saya ada kesalahan, terimakasih atas pembelajaran di semester 1 sehat selalu pak.
828;semoga hal yang masih kurang akan menjadi lebih baik kedepannya
829;Terimakasih atas pengajaran nya, semoga kedepannya lebih baik lagi
830;Mohon maaf sebelumnya Pak, saran saya Bapak harus lebih tegas lagi dalam mengajar para mahasiswa/i, Twrimakasih juga Pak sudah membimbing kami dengan baik di semester satu ini, semoga Bapak selalu diberi kesehatan, Salam Budiluhur.
831;Semoga kedepannya menjadi lebih baik lagi
832;Sangat baik
833;Lebih diperlambat lagi waktu mengajarnya, karena tidak semua mahasiswa bisa mengerti cepat.
834;cukup
835;mungkin saran saya dalam menjelaskan materi agar lebih detail lagi pak dan agar lebih dekat kepada mahasiswa nya
836;Dosen pak lauw li hin asik pendiem orangnya kalo ngajar enak kg galak terimakasih pak sudah ngajar saya di 1 semester ini kalo saya ada salah tolong di maafin ya pak
837;Sangat baik
838;Suara saat nge zoom agak kecil
839;kepedulian dosen kepada mahasiswa baik
840;mohon maaf pak kadang suaranya kurang jelas
841;Tidak ada kritik dan saran karena sudah baik
842;teknik mengajar sangat mudah dipahami
843;maaf sebelumnya saya hanya mengasih kritik dengan kenyataan.dosenya terlalu kaku dalam berinterakti dengan mahasiswa dan juga materi yang di berikan susah untuk di mengerti
844;sudah sangat baik
845;lebih memotivasi lagi dalam pengajaran agar mahasiswa menjadi termotivasi dalam belajar
846;Dalam menjelaskan materi terkadang teks books
847;baik pak,hanya saja jangan terburu buru ditutup pak google meetingnya kami masih ada pertanyaan soalnya. terima kasih pak.
848;Selama pembelajaran tidak ada masalah atau kendala, cukup di pahami
849;Selama kegiatan belajar tidak ada kendala yang kemungkinan besar mengganggu proses belajar 
850;Terimakasih pak atas ilmunya.
851;Baik
852;Baik
853;Baik dan pengertian terhadap mahasiswa
854;tidak ada
855;diharapkan untuk lebih jelas dalam menjelaskan materi
856;Baik
857;terimakaih pak untuk pembawaan pembelajaran bapak yang enjoy tetapi tetap masuk ilmunya, dan sangat berguna buat saya kedepannya
858;Lebih Semangat lagi dalam mengajar, agar mahasiswa tidak bosan ikut kelas
859;Selama ini dosen pak lihin baik dalam pemberian materi di perkuliahan
860;disaat menjelaskan materi agar tidak terlalu terpaku dengan modul presentasi
861;boleh percepat akses materi di elearning, agar kami mahasiswa dapat membaca materi sebelum kelas dimulai
862;Menurut saya dalam menjelaskan masih kurang keras untuk bicara mohon bpk agar bicaranya diperjelas
863;Materi yang diterangkan dapat dimengerti dan dicerna dengan mudah, dan dijelaskan sesuai dengan ketentuan
864;pelajaran bapak sangat berjasa terimakasih pak
865;Teruskan pak, lebih baik lagi mengajarnya pak, sekarang sudah baik pak
866;"Kritik saya : Tingkatkan kinerja bapak dan lebih semangat lagi dalam memberikan materi.<br />
Saran: Jika akan mengadakan PTM sekurang kurangnya infokan satu jam sebelum jam matkul bapak dimulai"
867;Terimakasih Banyak Pak
868;Terimakasih pak atas ilmu yang bermanfaat semoga saya bisa terapkan 
869;Tidak ada kritik dan saran
870;semoga waktu pengerjaan tugas dapat diperpanjang
871;Saya jadi kurang termotivasi untuk belajar 
872;Terimakasih sudah memberi materi dengan sangat baik Pak ¿¿¿¿
873;saran saya jika sedang kelas offline suaranya lebih keras lagi
874;Untuk penjelasan materi lebih Di perhatikan lagi Agar mahasiswa lebih mengerti pelajaran yg Di sampaikan
875;Terimakasih Sudah Bisa Menyesuaikan Kepada Mahasiswa 
876;Saran saya sebaiknya harus lebih mensuport mahasiswa nya untuk lebih memahami materi yang di sampaikan. 
877;semoga menjadi lebih baik lagi
878;Baik
879;Overall tidak ada kritik dari saya
880;Tidak ada 
881;untuk menjelaskan materi lebih diperhatikan lagi agar mahasiswa dapat mengerti dengan yang diajarkan 
882;saran saya, tentang menjelaskan materi nya pak, bapak terlalu membaca atau fokus ke modul nya sehingga membuat mahasiswa menjadi ngantuk
883;Tidak ada
884;Lebih berinteraksi lagi dengan mahasiswa
885;Kurang berinteraksi dengan mahasiswa
886;Cara menjelaskan mudah di pahami
887;Tidak ada
888;Sudah baik dalam mengajari semua mahasiswa, semoga bapak sukses terus
889; Saya cukup mengerti dengan materi yang diberikan
890;good
891;saat pertemuan online, suaranya kadang suka kecil bagi saya
892;Tidak ada
893;cukup baik
894;tingkatkan penyampaian meterinya agar mudah di pahami
895;cukup baik
896;Terima kasih bu, semoga ilmu yang diberikan bisa jadi manfaat
897;Baik
898;terimakasih ibu
899;Baik
900;"tidak ada<br />
"
901;Baik
902;Pbotoshop manualll
903;sangat baik
904;-
905;terimakasih bu
906;Baik
907;semoga kedepannya lebih baik lagi
908;Tidak ada kritik
909;Sangat Baik
910;Salam BudiLuhur
911;Tidak ada
912;Terimakasih bu¿¿¿¿
913;tidak ada
914;Good
915;Tidak ada
916;-
917;Terimakasiii banyak bu atas ilmunya untuk 2 semester ini
918;terima kasih ibu imelda, ibu yang terbaik dosen saya
919;Materi dan pembelaran yang diberikan sangat baik dan mudah dimengerti. Terima kasih
920;Semoga bisa ngajarin lagi cara penyampaian dan penjelasan laennya bagus banet makasih banyak 
921;Terimakasih
922;baik
923;bagus
924;sudah baik
925;4
926;Tidak ada
927;Bagus
928;Lebih baik lagi
929;Sangat baik
930;"baik<br />
"
931;.
932;Baik
933;lebih baik lagi
934;Ibunya baik
935;dosennya enak tapi tolong agak dikurangi dikit soal quiz,tugas, terutama google meet kalau bisa jangan setiap hari 
936;baik
937;sudah bagus, dan semoga kedepannya makin bagus lagi
938;Sangat baik
939;baik
940;Terima kasih bu
941;Semoga semakin kedepannya semakin baik ya bu
942;Bagus
943;..
944;Baik
945;Tidak ada. Terima kasih sudah memberikan materi yang bermanfaat untuk di 1 semester ini.
946;Terima kasih bu atas ilmunya 1 semester ini, semoga kita di pertemukan kembali dengan matakuliah yang lain, sehat selalu bu :)
947;Terimakasih banyak atas ilmu yang telah Ibu berikan selama satu semester ini
948;Ok
949;Semoga bu imelda diberikan kesehatan selalu agar bisa terus memberikan ilmu yang bermanfaat untuk mahasiswa dan mahasiswi Universitas Budi Luhur
950;Terimakasih banyak buk
951;hmmmmmmm
952;Tidak ada
953; 
954;Terimakasih bu
955;Sangat Baik
956;Fg
957;    
958;Salam sehat ibuu
959;.
960;semoga kedepan nya lebih baik lagi 
961;Ramah
962;Saran : sebaiknya pak dosen bisa menjelaskan materi dengan lebih baik dari ini, materi yg dijelaskan tolong lebih detail dan lebih jelas agar mahasiswa mampu memahami materi yg dia pelajari
963;Untuk kritik tidak ada karena pembelajaranya asik 
964;Cukup baik dalam memberikan dan menjelaskan materinya
965;Semoga sukses selalu
966;terima kasih telah memberikan materi selama 16 pertemuan ini Pak Yani
967;Baik
968;-
969;Baik
970;susah ngerti mata kuliahnya
971;Sangat Baik
972;Terima kasih pak Yani,udah bagus pak ngajarnya.
973; 
974;Cara mengajar bapak sudah baik dan saya memahami walau tidak semua
975;Baik
976;Agar lebih baik lagi dalam memberi materi agar mudah di pahami 
977;Terimakasih atas pembelajaran selama satu semester ini pak.., mohon maaf apabila ada salah kata maupun perbuatan yang kurang mengenakan
978;mic nya kurang bagus sehingga suara yang keluar tidak maksimal dan kurang jelas
979;Cukup baik
980;Terima Kasih pak
981;sudah baik pengajarannya
982;Moga makin baik kedepannya
983;baik
984;Baik
985;Baik
986;Bagus
987;terima kasih atas ilmu yang telah diberikan 
988;agar lebih tegas dan lebih baik 
989;Baik
990;Good
991;.
992;baik
993;Terimakasih pak 
994;Baik
995;sudah baik dan cukup
996;tidak ada
997;materi yang dosen sampaikan kurang bisa di cerna oleh mahasiswa
998;-
999;Adanya komunikasi yang baik antara dosen dengan mahasiswa, karena dosen ybs sangat terbuka akan adanya pendapat yg mahasiswa utarakan
1000;Trimakasih atas pembelajaran nya selama satu semester
1001;saya kalau pljaran sprti ini hrus mengulang 2x pak,kalo cmn skali saya krg paham
1002;lebih giat ngajarnya
1003;Menurut saya pak yani baik dalam mengajar dan memotivasi mahasiswa
1004;baik
1005;baik
1006;.
1007;baik
1008;Penyampaiannya cukup baik
1009;.
1010;-
1011; 
1012;Sangat baik dalam mengerjakan materi
1013;materi yang di berikan cukup mudah di pahami
1014;-
1015;Semoga lebih baik lagi
1016;Baik
1017;Baik
1018;baikk asikk
1019;Baik
1020;cara menyampaikan materi nya sangat baik
1021;Harapan saya,pak dosen bisa menjaga kualitas mengajarnya 
1022;baik
1023;-
1024;-
1025;saya mendapatkan ilmu baru yang bermanfaat. pak yani juga dalam pemberian materi sangat menyenangkan dan tidak membuat saya bosan. semoga kedepannya bisa lebih baik lagi dalam pengajarannya dan semakin menarik.
1026;mantap
1027;Tidak ada
1028;terimakasih
1029;-
1030;tidak ada sudah cukup. terima kasih
1031;Baik dan terima kasih
1032;.
1033;kurang jelasnya respon dosen terhadap pertanyaan mahasiswa, semoga kedepannya dapat memotivasi mahasiswa lebih aktif lagi. Terima Kasih
1034;...
1035;Baik
1036;baik
1037;.
1038;Sangat baik, terimakasih.
1039;Terimakasih pak untuk semester ini
1040;tidak ada
1041;Semoga sehat selalu
1042;Terima Kasih Telah Mengajar Selama Satu Semester Ini, semoga senantiasa tetap seperti yang mahasiswa/i harapkan untuk menjadi dosen yang seru, yang aktif dan banyak lagi.
1043;Terimakasih, Bapak orang yg baik. Salam Budiluhur ¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿
1044;oke
1045;Terimakasih atas bimbingannya sejauh ini, semoga sukses selalu.
1046;sejauuh ini cukup baik
1047;Tidak ada
1048;semoga bisa lebih baik pak/bu
1049;"Pak tambahin pak penjelasan pelajarannya karena kita susah nanggap banyak informasi tanpa bimbingan<br />
"
1050;terimakasih pak sudah mengajarkan ilmunya, semoga lebih baik kedepannya
1051;tingkatkan penyampaian meteri nya agar mudah di pahami
1052;Tidak ada
1053;untuk semuanya cukup, mudah dimengerti tugas maupun materi.
1054;memiki materi yang dipahami dan agak sedikit kurang saat memberikan info kehadiran dari dosen
1055;good
1056;Thx
1057;Cukup
1058;baik
1059;Semoga lebih baik lagi kedepannya dalam segala aspek, aamiin
1060;terimakasih pak
1061;Sangat baik
1062;baik kepada mahasiswa
1063;keren bos pokonya
1064;Tidak ada kritik dan sarran karena sudah baik
1065;Cukup
1066;Sehat slalu pak
1067;Bisa sedikit lebih tepat waktu
1068;"harus lebih tepat waktu<br />
"
1069;.
1070;Selama 1 semester ini sudah melakukan yang terbaik
1071;Tidak ada
1072;lebih ditingkatkan lagi
1073;tidak ada
1074;Terimakasih
1075;Semoga lebih baik lagi dalam mnegajar ibu
1076;"semoga di tingkatkan lagi<br />
"
1077;Terimakasih untuk ilmu yg sudah diberikan oleh bapa
1078;semoga hal apapun yang masih kurang akan menjadi lebih baik kedepannya
1079;Sudah sangat baik
1080;teta semangat pak
1081;Menurut saya cara dosen mengajar sudah sangat baik
1082;cara mengajarnya seru dan mudah dipahami, semoga kedepannya lebih baik lagi
1083;sangat baik
1084;semoga kedepannya interaksi antar dosen dan mahasiswa menjadi lebih baik
1085;Kedepannya mudah-mudahan bisa mengajar dengan lebih baik lagi
1086;Tidak ada
1087;Pak Hari sudah cukup baik dalam mengajar. Saran saya, bapak bisa lebih handal lagi dalam mengajar supaya mahasiswa bisa lebih semangat dalam mengikuti perkuliahan. Tera kasih
1088;Semoga lebih baik lagi
1089;semoga kedepannya lebih baik lagi dalam penyampaian materi,terimakasih
1090;baik dalam memotivasi mahasiswa agar dapat belajar giat,  baik dalam keandalan memberikan materi 
1091;udah bagus pak terimakasih
1092;Sudah menjadi dosen yang baik
1093;dosen terbaik menurut saya karna friendly sama mahasiswa terbaik deh
1094;Sudah sangat baik dalam menyampaikan materi 
1095;pokonya mantap bos
1096;Pak basuki sudah sangat baik, beliau sering membawa anak ke kampus namun anaknya lucu jadi saya tidak keberatan, gaya mengajar juga sudah baik
1097;Terimakasih kasih atas pengajaran nya, semoga kedepannya lebih baik lagi
1098;bapak nya baik
1099;Sangat baik
1100;Mungkin Lebih tepat waktu waktu mengajarnya, kalau lagi jadwal hybrid yang online tolong tetap sambil diajar juga tidak hanya yang offline saja yg diajar.
1101;Masi kurang untuk di pahami
1102;mungkin saran saya agar untuk menjelaskan materi lebih detail lagi pak supaya paham
1103;Dosenya hari prasetyo orangnya baik asik sama mahasiswa Terimakasih atas memberikan ilmu dalam 1 semester ini dan kalo saya ada salah tolong di maafin ya pak
1104;Selama pembelajaran tidak ada kendala ataupun masalah yang terjadi, dan materi dapat di pahami
1105;jangan lupa lagi kalo ada kelas ya pak. terima kasih pak.
1106;3
1107;Mugi-mugi diberi kesehatan dan keberkahan keluarga besar Universitas Budi Luhur.
1108;bagus
1109;dosen terbaik cara mengajarnya santai tutur bahasanya mudah dipahami.
1110;Lebih baik pemberitahuan materi lebih detail 
1111;Selama kegiatan pembelajaran menurut saya tidak ada kendala saat online ataupun offline 
1112;kurang paham dalam bahasa pemograman bahasa C,seharusnya belajarnya di lab bukan di kelas dan juga dosen menerangkan materi kurang jelas yang membuat mahasiswanya tidak faham
1113;menurut saya dosen ini sangat kompeten dalam mata kuliah yang diajar dan saya sangat enjoy saat beliau mengajar
1114;Terima kasih pak, sudah mengajar di kelas teori bahasa dan otomata kelompok AC. Semoga bapak di beri kesehatan selalu.
1115;Terimakasih pak untuk materinya semester ini
1116;terimakasuh untuk ilmu yang dudah diberikan pak
1117;Semoga ke depannya lebih baik lagi, Terima kasih ¿¿¿¿
1118;Supaya dosen lebih tepat waktu dalam perkuliahan
1119;dosen baik
1120;terimakasih atas pelajaran bapak 
1121;Terimakasih Pak
1122;Terimakasih untuk semester ini
1123;Baik dan cukup memahami materi yang di sampaikan
1124;baik dalam mengajar
1125;Menurut saya cara penyampaian materi, dan ketepatan dosen dalam mengajar sangat baik. 
1126;Aman pak
1127;Cara mengajaranya sudah bagus
1128;sukses selalu pa
1129;Tidak ada
1130;Materi nya masih kurang di pahami
1131;Terimakasih telah memberikan ilmu pengetahuan kepada saya
1132;Kurangi berbicara keluar dari materi saat jam pelajaran
1133;makasih sebelumnya telah mengajar kami selama satu semester.mungkin hanya ketepatan waktu dalam perkuliahan pak 
1134;Terimakasih pak sudah mengajar saya selama satu semester ini dengan baik dan membuat saya dapat mengerti materi yang bapak berikan.
1135;lebih di tingkatkan lagi
1136;cukup baik pak terimakasih
1137;Tidak ada kritik pak hehe
1138;semoga kehadirannya dosen lebih baik
1139;Sangat baik
1140;Tidak ada
1141;Terimakasih atas bimbingan nya di semester ini, untuk saran nya selalu kurang tepat waktu memulai kelas
1142;terima kasih pak atas pelajarannya yang sudah di berikan selama 1 semester ini
1143;Tingkatkannlagi
1144;Terima Kasih banyak pak Basuki, Saran saya kalo mahasiswa yang sedang vicon banyak yang diem, bisa di beri pertanyaan biar lebih aktif
1145;Sudah baik dalam mengajar.
1146;tidak ada yang perlu di kritik¿¿¿¿¿¿¿¿
1147;Sudah baik dalam pengajaran dalam mengajarkan mahasiswa, semoga bapak sukses terus 
1148;mungkin jaringan internetnya bisa diperbaiki, agar saat mengajar online tidak ada problem
1149;Dosen sudah melakukan pengajaran yang sangat baik, dan sabar, serta bisa menyesuaikan diri kepada mahasiswa
1150;terima kasih
1151;-
1152;terimakasih pak
1153;tidak ada
1154;-
1155;Tidak ada
1156;Cukup baik
1157;tidak ada
1158;cara mengajarnya sudah cukup baik
1159;Materi yang diterangkan dapat dimengerti dan dicerna dengan mudah, dan dijelaskan sesuai dengan ketentuan
1160;Terimakasih pak ¿¿¿¿
1161;Terimaksih pak
1162;materi bagus ,mengajar bagus , cuman tulis tangan terus tugasnya ,kalau bisa menggunakan excel saja 
1163;tidak ada. karena tidakk ada kekurangan dalam proses pengajaran yang selama ini saya alami
1164;Sangat disiplin dalam proses mengajar 
1165;Materi yg diberikan sangat lengkap dan pengetahuan yg didapatkan cukup luas
1166;Terlalu cepat menjelaskan
1167;Baik
1168;semoga menjadi lebih baik lagi
1169;Tidak ada
1170;sehat-sehat selalu bapak
1171;dosen sudah mengajar dengan baik dan bisa menyesuaikan diri dengan mahasiswa
1172;Tidak ada
